Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Ownership_outlier,Annual Income_outlier,Annual Income_nan,Tax Liens_outlier,Number of Open Accounts_outlier,Months since last delinquent_nan,Bankruptcies_outlier,Bankruptcies_nan,Purpose_nan,Years of Credit History_outlier,Maximum Open Credit_outlier,Current Loan Amount_outlier,Current Credit Balance_outlier,Monthly Debt_outlier,Credit Score_nan,Years in current job_nan,Years in current job_1 year,Years in current job_10+ years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_< 1 year,Tax Liens_0.0,Tax Liens_1.0,Tax Liens_2.0,Bankruptcies_0.0,Bankruptcies_1.0,Bankruptcies_2.0,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Home Mortgage,Own Home,Rent,ID,years_cat,num_cat,credit_cat,CreditScoreTLB1,CreditScoreTLB2,CreditScoreTLB3,CreditScoreTBNT,AnIMoD
Rent,593427.0,10+ years,0.0,9.0,17.9,155034.0,0.0,7.0,0.0,debt consolidation,Long Term,274296.0,51281.0,18248.0,670.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2796,3,1,3,722.9917582417582,719.828125,722.7259506135434,704.9185228604924,31204.25
Home Mortgage,732906.0,3 years,0.0,11.0,16.5,259028.0,0.0,32.0,0.0,debt consolidation,Short Term,156332.0,128421.0,7024.0,726.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2797,3,2,4,722.4205202312139,724.25701839303,722.7259506135434,729.2101616628175,54051.5
Home Mortgage,1778951.0,10+ years,0.0,10.0,22.4,1391720.0,0.0,32.0,0.0,debt consolidation,Short Term,750992.0,652650.0,17938.0,738.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2798,4,1,4,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,130307.91666666666
Home Mortgage,1168386.0,5 years,0.0,15.0,17.0,1798830.0,0.0,29.0,0.0,debt consolidation,Short Term,627088.0,854449.0,23531.0,731.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2799,3,2,4,721.6996805111821,725.830985915493,722.7259506135434,729.2101616628175,73834.5
Home Mortgage,801724.0,4 years,0.0,7.0,9.5,192236.0,0.0,32.0,0.0,debt consolidation,Short Term,293612.0,104595.0,8953.0,733.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2800,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,57857.33333333333
Home Mortgage,1916720.0,6 years,0.0,23.0,20.3,770264.0,0.0,32.0,0.0,debt consolidation,Long Term,439428.0,403788.0,29390.0,689.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2801,4,4,3,717.8135593220339,724.25701839303,722.7259506135434,704.9185228604924,130336.66666666666
Home Mortgage,1779521.0,10+ years,0.0,14.0,16.5,348678.0,0.0,22.0,0.0,other,Short Term,309573.0,177061.0,24617.0,744.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2802,3,2,4,721.302380952381,712.9038461538462,722.7259506135434,729.2101616628175,123676.41666666666
Home Mortgage,1168386.0,5 years,0.0,12.0,14.8,1067924.0,0.0,72.0,0.0,home improvements,Long Term,175802.0,336623.0,7481.0,731.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2803,2,2,4,723.144128113879,716.5833333333334,722.7259506135434,704.9185228604924,89884.5
Rent,1141691.0,5 years,0.0,19.0,12.0,962874.0,0.0,39.0,0.0,debt consolidation,Short Term,524414.0,545509.0,29303.0,728.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2804,2,3,4,723.1223021582733,715.4285714285714,722.7259506135434,729.2101616628175,65837.91666666667
Own Home,1168386.0,< 1 year,0.0,7.0,23.5,417362.0,0.0,32.0,0.0,other,Short Term,313390.0,27398.0,12969.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2805,4,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,84396.5
Rent,684133.0,< 1 year,0.0,6.0,29.5,1487134.0,0.0,32.0,0.0,other,Long Term,92422.0,262010.0,8552.0,747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2806,4,1,4,724.3789682539683,724.25701839303,722.7259506135434,704.9185228604924,48459.083333333336
Rent,1033410.0,10+ years,0.0,12.0,10.0,332904.0,0.0,32.0,0.0,home improvements,Short Term,309573.0,126787.0,8870.0,743.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2807,1,2,4,723.144128113879,724.25701839303,722.7259506135434,729.2101616628175,77247.5
Home Mortgage,1168386.0,10+ years,0.0,20.0,32.8,1811920.0,0.0,32.0,0.0,debt consolidation,Short Term,497354.0,317661.0,28349.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2808,4,3,4,720.1397849462365,724.25701839303,722.7259506135434,729.2101616628175,69016.5
Home Mortgage,1470448.0,< 1 year,0.0,18.0,19.0,669680.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,333716.0,28674.0,743.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2809,3,3,4,719.9580419580419,724.25701839303,722.7259506135434,729.2101616628175,93863.33333333333
Home Mortgage,1495984.0,5 years,0.0,12.0,13.1,790438.0,0.0,32.0,0.0,debt consolidation,Short Term,259820.0,494931.0,28299.0,745.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2810,2,2,4,723.144128113879,724.25701839303,722.7259506135434,729.2101616628175,96366.33333333333
Rent,1168386.0,10+ years,0.0,9.0,12.4,478159.0,0.0,41.0,0.0,debt consolidation,Short Term,389114.0,34979.0,19080.0,731.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2811,2,1,4,722.9917582417582,728.72,722.7259506135434,729.2101616628175,78285.5
Home Mortgage,2077935.0,8 years,0.0,10.0,26.7,975876.0,0.0,39.0,0.0,debt consolidation,Long Term,539660.0,642219.0,36537.0,733.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2812,4,1,4,720.5843293492696,715.4285714285714,722.7259506135434,704.9185228604924,136624.25
Rent,1294489.0,10+ years,0.0,16.0,20.3,628672.0,0.0,37.0,0.0,debt consolidation,Short Term,124014.0,302423.0,34843.0,738.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2813,4,3,4,723.1924528301887,721.1372549019608,722.7259506135434,729.2101616628175,73031.08333333333
Rent,1106142.0,2 years,0.0,17.0,16.4,478159.0,0.0,19.0,0.0,other,Short Term,309573.0,1024461.0,21570.0,746.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2814,3,3,4,722.2456896551724,719.4615384615385,722.7259506135434,729.2101616628175,70608.5
Rent,615790.0,3 years,0.0,7.0,6.4,110418.0,0.0,32.0,0.0,other,Short Term,111958.0,32433.0,13906.0,714.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2815,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,37409.833333333336
Own Home,1168386.0,8 years,0.0,7.0,22.6,235114.0,1.0,32.0,1.0,debt consolidation,Short Term,166430.0,106818.0,8888.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2816,4,1,4,723.1353996737357,724.25701839303,720.0370370370371,725.7162872154115,88477.5
Rent,995809.0,2 years,0.0,9.0,15.8,715770.0,0.0,31.0,0.0,debt consolidation,Short Term,309573.0,457444.0,21161.0,734.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2817,3,1,4,722.9917582417582,716.2352941176471,722.7259506135434,729.2101616628175,61823.08333333333
Rent,1168386.0,6 years,0.0,10.0,10.0,367576.0,0.0,32.0,0.0,debt consolidation,Short Term,217448.0,89205.0,12207.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2818,1,1,4,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,85158.5
Rent,1227609.0,7 years,0.0,24.0,14.0,483868.0,0.0,32.0,0.0,other,Short Term,67166.0,188043.0,20256.0,735.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2819,2,4,4,721.3,724.25701839303,722.7259506135434,729.2101616628175,82044.75
Rent,585618.0,5 years,0.0,11.0,14.6,105776.0,0.0,23.0,0.0,other,Short Term,45012.0,73074.0,7515.0,716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2820,2,2,4,722.4205202312139,714.9285714285714,722.7259506135434,729.2101616628175,41286.5
Home Mortgage,1218337.0,10+ years,0.0,10.0,18.7,256036.0,0.0,10.0,0.0,debt consolidation,Short Term,130218.0,140866.0,21219.0,731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2821,3,1,4,720.5843293492696,716.8412698412699,722.7259506135434,729.2101616628175,80309.08333333333
Rent,1008045.0,10+ years,0.0,5.0,16.3,146938.0,0.0,19.0,0.0,medical bills,Short Term,148060.0,74879.0,9492.0,669.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2822,3,0,3,723.6461538461539,719.4615384615385,722.7259506135434,729.2101616628175,74511.75
Home Mortgage,1168386.0,10+ years,0.0,17.0,26.4,478159.0,0.0,32.0,0.0,debt consolidation,Long Term,673794.0,576574.0,21458.0,731.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2823,4,3,4,722.2456896551724,724.25701839303,722.7259506135434,704.9185228604924,75907.5
Rent,1168386.0,2 years,0.0,10.0,15.2,755766.0,0.0,41.0,0.0,other,Short Term,402578.0,517598.0,20845.0,731.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2824,3,1,4,720.5843293492696,728.72,722.7259506135434,729.2101616628175,76520.5
Home Mortgage,1580439.0,10+ years,0.0,9.0,16.0,479820.0,0.0,32.0,0.0,debt consolidation,Long Term,309573.0,300428.0,18043.0,725.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2825,3,1,4,722.9917582417582,724.25701839303,722.7259506135434,704.9185228604924,113660.25
Home Mortgage,1168386.0,10+ years,0.0,4.0,17.0,97130.0,0.0,6.0,0.0,home improvements,Short Term,67254.0,209323.0,16076.5,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2826,3,0,4,720.0188679245283,721.15625,722.7259506135434,729.2101616628175,81289.0
Rent,2048922.0,2 years,0.0,12.0,16.8,893948.0,0.0,32.0,0.0,debt consolidation,Short Term,549186.0,683259.0,26807.0,686.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2827,3,2,3,723.144128113879,724.25701839303,722.7259506135434,729.2101616628175,143936.5
Home Mortgage,1163978.0,7 years,0.0,9.0,17.6,250118.0,1.0,32.0,1.0,debt consolidation,Short Term,196724.0,142139.0,19982.0,739.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2828,3,1,4,722.9917582417582,724.25701839303,720.0370370370371,725.7162872154115,77016.16666666667
Home Mortgage,1337220.0,9 years,0.0,6.0,19.9,532972.0,0.0,32.0,0.0,debt consolidation,Long Term,322586.0,193781.0,16715.0,674.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2829,3,1,3,724.3789682539683,724.25701839303,722.7259506135434,704.9185228604924,94720.0
Rent,926535.0,2 years,0.0,11.0,15.7,954162.0,0.0,32.0,0.0,debt consolidation,Short Term,346478.0,66747.0,14207.0,749.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2830,3,2,4,722.4205202312139,724.25701839303,722.7259506135434,729.2101616628175,63004.25
Home Mortgage,1168386.0,10+ years,0.0,10.0,20.3,456984.0,0.0,76.0,0.0,debt consolidation,Short Term,328196.0,166934.0,28060.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2831,4,1,4,720.5843293492696,725.304347826087,722.7259506135434,729.2101616628175,69305.5
Home Mortgage,1802112.0,10+ years,0.0,8.0,23.1,730554.0,0.0,32.0,0.0,debt consolidation,Long Term,760760.0,517351.0,19973.0,716.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2832,4,1,4,723.6175548589341,724.25701839303,722.7259506135434,704.9185228604924,130203.0
Home Mortgage,837387.0,1 year,0.0,9.0,17.5,237138.0,0.0,75.0,0.0,buy a car,Long Term,107734.0,98306.0,9958.0,682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2833,3,1,3,722.9917582417582,725.2083333333334,722.7259506135434,704.9185228604924,59824.25
Rent,544027.0,2 years,0.0,6.0,8.1,116842.0,0.0,32.0,0.0,debt consolidation,Short Term,78738.0,31274.0,4715.0,732.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2834,1,1,4,724.3789682539683,724.25701839303,722.7259506135434,729.2101616628175,40620.583333333336
Home Mortgage,1168386.0,2 years,0.0,8.0,17.0,742236.0,0.0,60.0,0.0,debt consolidation,Short Term,473066.0,272422.0,4416.0,731.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2835,3,1,4,723.6175548589341,720.96875,722.7259506135434,729.2101616628175,92949.5
Home Mortgage,1697365.0,< 1 year,0.0,15.0,20.6,1228304.0,1.0,6.0,1.0,debt consolidation,Short Term,266200.0,376580.0,32250.0,747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2836,4,2,4,721.6996805111821,721.15625,720.0370370370371,725.7162872154115,109197.08333333334
Home Mortgage,945440.0,2 years,0.0,15.0,5.9,693330.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,68267.0,12606.0,738.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2837,1,2,4,721.6996805111821,724.25701839303,722.7259506135434,729.2101616628175,66180.66666666667
Rent,1625830.0,10+ years,0.0,11.0,19.0,838134.0,0.0,14.0,0.0,debt consolidation,Long Term,442948.0,286634.0,16800.0,723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2838,3,2,4,722.4205202312139,721.671052631579,722.7259506135434,704.9185228604924,118685.83333333334
Home Mortgage,1640232.0,1 year,0.0,5.0,29.6,451484.0,0.0,44.0,0.0,debt consolidation,Short Term,759682.0,370823.0,19819.0,722.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2839,4,0,4,723.6461538461539,715.6666666666666,722.7259506135434,729.2101616628175,116867.0
Rent,2714264.0,10+ years,0.0,10.0,21.2,1397352.0,0.0,32.0,0.0,debt consolidation,Short Term,448976.0,637184.0,43880.0,720.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2840,4,1,4,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,182308.66666666666
Rent,2244432.0,4 years,0.0,9.0,18.0,636438.0,0.0,24.0,0.0,debt consolidation,Short Term,259886.0,458945.0,18255.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2841,3,1,4,722.9917582417582,720.9830508474577,722.7259506135434,729.2101616628175,168781.0
Rent,1400775.0,3 years,0.0,6.0,13.6,614768.0,0.0,32.0,0.0,other,Short Term,324390.0,83353.0,10121.0,725.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2842,2,1,4,724.3789682539683,724.25701839303,722.7259506135434,729.2101616628175,106610.25
Rent,1548424.0,3 years,0.0,4.0,19.0,185922.0,1.0,32.0,1.0,debt consolidation,Long Term,448228.0,129732.0,11497.0,721.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2843,3,0,4,720.0188679245283,724.25701839303,720.0370370370371,701.245508982036,117538.33333333333
Home Mortgage,2397800.0,10+ years,0.0,14.0,32.8,864754.0,0.0,18.0,0.0,debt consolidation,Short Term,222112.0,289028.0,21181.0,737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2844,4,2,4,721.302380952381,722.448275862069,722.7259506135434,729.2101616628175,178635.66666666666
Rent,2513453.0,10+ years,0.0,11.0,33.6,437624.0,1.0,70.0,1.0,debt consolidation,Short Term,309573.0,191615.0,36445.0,739.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2845,4,2,4,722.4205202312139,719.0,720.0370370370371,725.7162872154115,173009.41666666666
Rent,1312805.0,10+ years,0.0,22.0,16.5,857648.0,0.0,32.0,0.0,debt consolidation,Short Term,335324.0,402192.0,31179.0,727.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2846,3,4,4,723.9795918367347,724.25701839303,722.7259506135434,729.2101616628175,78221.41666666667
Rent,1168386.0,< 1 year,0.0,11.0,6.3,140712.0,0.0,23.0,0.0,debt consolidation,Short Term,268004.0,100738.0,12872.0,731.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2847,1,2,4,722.4205202312139,714.9285714285714,722.7259506135434,729.2101616628175,84493.5
Home Mortgage,1168386.0,10+ years,0.0,16.0,23.4,1577136.0,0.0,18.0,0.0,debt consolidation,Short Term,309573.0,905768.0,30003.0,721.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2848,4,3,4,723.1924528301887,722.448275862069,722.7259506135434,729.2101616628175,67362.5
Rent,1242904.0,5 years,0.0,10.0,16.7,327404.0,1.0,32.0,1.0,debt consolidation,Short Term,192632.0,169651.0,17504.0,739.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2849,3,1,4,720.5843293492696,724.25701839303,720.0370370370371,725.7162872154115,86071.33333333333
Own Home,1168386.0,1 year,0.0,11.0,19.0,478159.0,0.0,12.0,0.0,debt consolidation,Short Term,302764.0,1857117.0,45198.0,731.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2850,3,2,4,722.4205202312139,722.0461538461539,722.7259506135434,729.2101616628175,52167.5
Rent,1514832.0,6 years,0.0,9.0,17.9,313698.0,0.0,78.0,0.0,debt consolidation,Short Term,394658.0,226214.0,28277.0,741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2851,3,1,4,722.9917582417582,718.7586206896551,722.7259506135434,729.2101616628175,97959.0
Rent,1713591.0,4 years,0.0,24.0,16.3,1533510.0,0.0,50.0,0.0,debt consolidation,Short Term,529100.0,225150.0,22134.0,738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2852,3,4,4,721.3,720.7435897435897,722.7259506135434,729.2101616628175,120665.25
Home Mortgage,1168386.0,5 years,0.0,20.0,19.7,883982.0,0.0,25.0,0.0,business loan,Short Term,767932.0,674120.0,16076.5,680.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2853,3,3,3,720.1397849462365,719.4074074074074,722.7259506135434,729.2101616628175,81289.0
